Name,Producer,Ram Type,Size_Bin
G.Skill Ripjaws V DDR4-2666 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-2666 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-2666 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-2800 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-2800 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-2800 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-2800 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-2800 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-2800 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-2800 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-2800 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-2800 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3000 128GB,G.Skill,DDR4,128GB+
G.Skill Ripjaws V DDR4-3000 128GB,G.Skill,DDR4,128GB+
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3000 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3000 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3000 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3000 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3000 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3000 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3000 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3200 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3200 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3200 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3200 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3333 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3333 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3400 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3400 64GB,G.Skill,DDR4,64GB
G.Skill Ripjaws V DDR4-3466 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3466 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3466 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3466 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3600 16GB,G.Skill,DDR4,16GB
G.Skill Ripjaws V DDR4-3600 32GB,G.Skill,DDR4,32GB
G.Skill Ripjaws V DDR4-3600 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3733 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-3866 8GB,G.Skill,DDR4,8GB
G.Skill Ripjaws V DDR4-4000 8GB,G.Skill,DDR4,8GB
G.Skill RipJaws V Series,G.Skill,DDR4,32GB
G.Skill RipJaws V Series,G.Skill,DDR4,128GB+
G.Skill RipJaws V Series,G.Skill,DDR4,128GB+
G.Skill RipJaws V Series,G.Skill,DDR4,64GB
G.Skill RipJaws V Series,G.Skill,DDR4,32GB
G.Skill RipJaws V Series,G.Skill,DDR4,32GB
G.Skill RipJaws V Series black,G.Skill,DDR4,16GB
G.Skill Sniper X Series,G.Skill,DDR4,64GB
G.Skill Sniper X Series,G.Skill,DDR4,64GB
G.Skill Sniper X Series,G.Skill,DDR4,32GB
G.Skill Sniper X Series,G.Skill,DDR4,32GB
G.Skill Sniper X Series,G.Skill,DDR4,32GB
G.Skill Trident Z,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-2800 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-2800 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-2800 CL14,G. Skill,DDR4,32GB
G.Skill Trident Z DDR4-2800 CL15,G. Skill,DDR4,16GB
G.Skill Trident Z DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3000 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3000 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-3000 CL15,G. Skill,DDR4,32GB
G.Skill Trident Z DDR4-3000 CL15,G. Skill,DDR4,8GB
G.Skill Trident Z DDR4-3200 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3200 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3200 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3200 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3200 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3200 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3200 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3200 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-3200 CL16,G. Skill,DDR4,32GB
G.Skill Trident Z DDR4-3200 CL16,G. Skill,DDR4,8GB
G.Skill Trident Z DDR4-3300 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3300 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3300 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3300 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3300 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3300 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3300 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3300 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3300 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3300 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3333 128GB,G.Skill,DDR4,128GB+
G.Skill Trident Z DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3333 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3333 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3333 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3333 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3400 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3400 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3400 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3400 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3400 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3400 CL16,G. Skill,DDR4,32GB
G.Skill Trident Z DDR4-3466 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3466 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3466 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3466 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3466 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3466 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3466 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3466 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3466 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3600 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3600 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3600 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3600 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3600 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z DDR4-3600 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-3733 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3733 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3733 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3733 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-3866 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3866 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3866 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3866 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-3866 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3866 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3866 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-3866 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4000 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-4000 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-4000 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z DDR4-4000 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-4133 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4133 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4133 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4133 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4133 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z DDR4-4266 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4266 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4266 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z DDR4-4266 8GB,G.Skill,DDR4,8GB
G.Skill Trident Z Neo,G.Skill,DDR4,64GB
G.Skill Trident Z Neo,G.Skill,DDR4,32GB
G.Skill Trident Z Neo,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,32GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,32GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,32GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,32GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,16GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,16GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,32GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,32GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z Neo Series,G.Skill,DDR4,64GB
G.Skill Trident Z RGB,G.Skill,DDR4,128GB+
G.Skill Trident Z RGB,G.Skill,DDR4,64GB
G.Skill Trident Z RGB,G.Skill,DDR4,64GB
G.Skill Trident Z RGB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB,G.Skill,DDR4,64GB
G.Skill Trident Z RGB,G.Skill,DDR4,128GB+
G.Skill Trident Z RGB DDR4-2400 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z RGB DDR4-2400 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-2400 64GB,G.Skill,DDR4,64GB
G.Skill Trident Z RGB DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z RGB DDR4-3000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z RGB DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-3000 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-3200 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-3466 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-3600 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-3600 32GB,G.Skill,DDR4,32GB
G.Skill Trident Z RGB DDR4-3866 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z RGB DDR4-4000 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z RGB DDR4-4266 16GB,G.Skill,DDR4,16GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,64GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,16GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,64GB
G.Skill Trident Z RGB Series,G.Skill,DDR4,16GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,16GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,16GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,16GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,64GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,32GB
G.Skill Trident Z RGB Series für AMD Ryzen,G.Skill,DDR4,64GB
G.Skill Trident Z Royal,G.Skill,DDR4,128GB+
G.Skill Trident Z Royal,G.Skill,DDR4,64GB
G.Skill Trident Z Royal,G.Skill,DDR4,32GB
G.Skill Trident Z Royal,G.Skill,DDR4,64GB
G.Skill Trident Z Royal,G.Skill,DDR4,128GB+
G.Skill Trident Z Royal,G.Skill,DDR4,64GB
G.Skill Trident Z Royal,G.Skill,DDR4,32GB
G.Skill Trident Z Royal,G.Skill,DDR4,64GB
G.Skill Trident Z Royal,G.Skill,DDR4,32GB
G.Skill Trident Z Royal Series gold,G.Skill,DDR4,16GB
G.Skill Trident Z Royal Series gold,G.Skill,DDR4,16GB
G.Skill Trident Z Royal Series gold,G.Skill,DDR4,16GB
G.Skill Trident Z Royal Series silver,G.Skill,DDR4,16GB
G.Skill Trident Z Royal Series silver,G.Skill,DDR4,16GB
G.Skill Trident Z Royal Series silver,G.Skill,DDR4,16GB
G.Skill Trident Z Series silver/red,G.Skill,DDR4,16GB
G.Skill Trident Z Series silver/red,G.Skill,DDR4,32GB
G.Skill Trident Z Series silver/red,G.Skill,DDR4,16GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,32GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,32GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,64GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,32GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,32GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,64GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,64GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,64GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,64GB
G.Skill Trident Z5 RGB,G.Skill,DDR5,64GB
G.Skill Value DDR4-2133 4GB,G.Skill,DDR4,4GB
G.Skill Value DDR4-2400 16GB,G.Skill,DDR4,16GB
G.Skill Value DDR4-2400 32GB,G.Skill,DDR4,32GB
G.Skill Value Series,G.Skill,DDR4,8GB
G.Skill Value Series,G.Skill,DDR4,16GB
G.Skill Value Series,G.Skill,DDR4,8GB
G.Skill Value Series,G.Skill,DDR4,4GB
G.Skill Value Series,G.Skill,DDR4,16GB
G.Skill Value Series,G.Skill,DDR4,8GB
G.Skill Value Series,G.Skill,DDR4,8GB
G.Skill Value Series,G.Skill,DDR4,16GB
Gigabyte Aorus RGB Memory,Gigabyte,DDR4,16GB
Gigabyte Aorus RGB Memory,Gigabyte,DDR4,16GB
Gigabyte Aorus RGB Memory,Gigabyte,DDR4,16GB
Gigabyte Memory,Gigabyte,DDR4,16GB
Gigabyte Memory,Gigabyte,DDR4,16GB
HyperX Fury black DDR4-2400 CL15,HyperX,DDR4,16GB
"HyperX Fury Series, DDR4-2133, CL14 - 16 GB Kit",HyperX,DDR4,16GB
"HyperX Fury Series, DDR4-2133, CL14 - 8 GB Kit",HyperX,DDR4,8GB
"HyperX Fury Series, DDR4-2666, CL15 - 8 GB Kit",HyperX,DDR4,8GB
HyperX Predator DDR4-3000 CL15,HyperX,DDR4,8GB
HyperX Predator DDR4-3000 CL15,HyperX,DDR4,16GB
HyperX Predator DDR4-3000 CL15,HyperX,DDR4,16GB
HyperX Predator DDR4-3200 CL16,HyperX,DDR4,8GB
HyperX Predator DDR4-3200 CL16,HyperX,DDR4,16GB
HyperX Predator DDR4-3200 CL16,HyperX,DDR4,32GB
HyperX Savage black DDR4-2133 CL13,HyperX,DDR4,32GB
HyperX Savage black DDR4-2133 CL13,HyperX,DDR4,8GB
HyperX Savage black DDR4-2133 CL13,HyperX,DDR4,16GB
HyperX Savage black DDR4-2133 CL13,HyperX,DDR4,16GB
HyperX Savage black DDR4-2400 CL12 XMP,HyperX,DDR4,16GB
INNO3D iChill Memory,INNO3D,DDR4,16GB
Intenso Desktop Pro DDR4-2133 CL15,Intenso,DDR4,16GB
Intenso Desktop Pro DDR4-2133 CL15,Intenso,DDR4,8GB
"Kingston Branded DDR4-2133 CL15, 1,2 V Systemspeicher",Kingston,DDR4,8GB
"Kingston Branded DDR4-2133 CL15, 1,2 V Systemspeicher",Kingston,DDR4,4GB
Kingston DDR4-2133 CL15 reg ECC - Lenovo branded,Kingston,DDR4,8GB
"Kingston DDR4-2133 ECC - Dell branded PowerEdge R230, R330, T130, T330",Kingston,DDR4,8GB
Kingston DDR4-2133 reg ECC - Dell branded,Kingston,DDR4,16GB
Kingston DDR4-2133 reg ECC - Dell branded,Kingston,DDR4,8GB
Kingston DDR4-2133 reg ECC - Dell branded,Kingston,DDR4,32GB
Kingston DDR4-2400 CL17 reg ECC - HP branded,Kingston,DDR4,32GB
Kingston DDR4-2400 reg ECC - Dell branded,Kingston,DDR4,32GB
Kingston Fury Beast,Kingston,DDR4,16GB
Kingston Fury Beast,Kingston,DDR4,64GB
Kingston Fury Beast RGB,Kingston,DDR4,32GB
Kingston Fury Beast RGB,Kingston,DDR4,64GB
Kingston Fury Renegade,Kingston,DDR4,32GB
Kingston Fury Renegade,Kingston,DDR4,16GB
Kingston HyperX Predator,Kingston,DDR4,64GB
Kingston Server DIMM,Kingston,DDR4,16GB
"Kingston Server DIMM, ECC REG, DDR4-2133, CL15 - 32 GB Kit",Kingston,DDR4,32GB
Kingston Value DDR4-2133 CL15 reg. ECC,Kingston,DDR4,4GB
Kingston Value DDR4-2133 CL15 reg. ECC,Kingston,DDR4,8GB
Kingston Value DDR4-2133 CL15 reg. ECC,Kingston,DDR4,16GB
"Kingston Value DDR4-2133 CL15 ECC, registriert",Kingston,DDR4,8GB
Kingston Value DDR4-2400 CL17,Kingston,DDR4,4GB
Kingston Value DDR4-2133 CL15,Kingston,DDR4,8GB
Samsung DDR4-2666,SAMSUNG,DDR4,32GB
Samsung RDIMM,SAMSUNG,DDR4,16GB
Samsung RDIMM,SAMSUNG,DDR4,128GB+
Samsung RDIMM,SAMSUNG,DDR4,64GB
Samsung RDIMM,SAMSUNG,DDR4,32GB
Samsung RDIMM,SAMSUNG,DDR4,8GB
Samsung Server DIMM,SAMSUNG,DDR4,32GB
"Team Group Dark Pro ""8Pack Edition""",Team Group,DDR4,16GB
"Team Group Dark Pro ""8Pack Edition""",Team Group,DDR4,16GB
"Team Group Dark Pro Series grey, DDR4-3000, CL15 - 8 GB Kit",Team Group,DDR4,8GB
Team Group Dark Series black,Team Group,DDR4,16GB
"Team Group Dark Series black, DDR4-2800, CL16 - 32 GB Kit",Team Group,DDR4,32GB
Team Group Delta Series rote LED,Team Group,DDR4,32GB
Team Group Delta Series rote LED,Team Group,DDR4,32GB
Team Group Elite Plus Series black,Team Group,DDR4,16GB
Team Group Elite Plus Series black,Team Group,DDR4,32GB
Team Group Elite Plus Series black,Team Group,DDR4,8GB
Team Group Elite Plus Series black,Team Group,DDR4,16GB
Team Group Elite Plus Series black,Team Group,DDR4,8GB
"Team Group Elite Plus Series black, DDR4-2400, CL16 - 16 GB Kit",Team Group,DDR4,16GB
Team Group Elite Series black,Team Group,DDR4,16GB
"Team Group T-Force Dark grey, DDR4-3000, CL16 - 8 GB Kit",Team Group,DDR4,8GB
Team Group T-Force Dark ROG grey,Team Group,DDR4,16GB
"Team Group T-Force Dark ROG red, DDR4-3000, CL 16 - 16 GB Dual-Kit",Team Group,DDR4,16GB
"Team Group T-Force Dark red, DDR4-3000, CL16 - 8 GB Kit",Team Group,DDR4,8GB
Team Group T-Force Nighthawk,Team Group,DDR4,16GB
Team Group T-Force Nighthawk,Team Group,DDR4,16GB
"Team Group T-Force Nighthawk, blaue LED, DDR4-3000, CL16 - 32 GB Kit",Team Group,DDR4,32GB
"Team Group T-Force Nighthawk, rote LED, DDR4-3000, CL16 - 32 GB Kit",Team Group,DDR4,32GB
"Team Group T-Force Nighthawk, weiße LED, DDR4-3000, CL16 - 32 GB Kit",Team Group,DDR4,32GB
Team Group T-Force Vulcan Series grey,Team Group,DDR4,16GB
Team Group T-Force Vulcan Series red,Team Group,DDR4,16GB
Team Group T-Force Vulcan Series red,Team Group,DDR4,16GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,32GB
Team Group T-Force Xtreem ARGB,Team Group,DDR4,16GB
